inv_id,acct_id,inv_total,inv_items,acct_age,number_of_inv120,cum_tot_inv_acct,is_late
1871,38,199426.00,6,1289,32,33,0
1872,38,29678.84,2,1214,18,18,0
1873,38,118223.52,7,1470,26,72,0
1874,38,24431.44,2,1278,32,32,0
1875,38,277255.23,9,1423,23,61,1
1876,38,54892.37,5,1203,13,13,0
1877,38,112242.42,5,1329,28,43,0
1878,38,209408.14,8,1195,5,5,0
1879,38,58533.94,4,1230,23,23,0
1880,38,70976.94,3,1523,28,87,0
1881,38,125895.23,7,1256,28,28,0
1882,38,159115.74,6,1301,35,37,0
1883,38,139619.47,6,1233,25,25,0
1884,38,112231.60,8,1190,3,3,0
1885,38,143186.69,8,1200,9,9,0
1886,38,173103.97,8,1464,24,69,0
1887,38,181348.37,4,1194,4,4,0
1888,38,265765.62,9,1456,23,67,0
1889,38,34167.34,2,1216,19,19,0
1890,38,142289.11,7,1469,26,71,0
1891,39,229858.73,8,1211,2,4,1
1892,39,169166.03,8,1165,1,3,1
1893,39,312237.18,8,944,0,0,1
1894,39,130791.47,6,953,1,1,1
1895,39,186725.46,7,1151,0,2,1
1896,40,80807.67,9,1196,7,14,0
1897,40,296776.59,8,1160,8,12,0
1898,40,257414.84,9,1279,13,24,0
1899,40,264423.42,9,1232,13,20,1
1900,40,59449.43,2,1335,11,30,0
1901,40,257567.47,8,1342,12,31,0
1902,40,83800.85,4,1148,7,9,0
1903,40,68422.24,4,1283,11,25,0
1904,40,165741.21,8,1349,14,34,0
1905,40,65559.99,2,1330,11,29,0
1906,40,164348.59,8,1008,1,1,0
1907,40,41028.43,6,1361,13,35,0
1908,40,108836.62,2,1239,14,21,0
1909,40,111951.00,7,1145,6,8,0
1910,40,189652.25,8,1161,9,13,0
1911,40,48606.09,3,1200,9,16,0
1912,40,92979.59,5,1342,12,31,0
1913,40,17103.30,2,1252,15,22,0
1914,40,148551.86,5,1029,2,2,0
1915,40,177605.50,9,1362,14,36,0
1916,40,112356.98,4,1344,13,33,0
1917,40,42581.74,5,1039,3,3,0
1918,40,152136.24,7,1005,0,0,0
1919,40,86146.77,3,1212,11,18,0
1920,40,74377.07,6,1364,16,38,0
1921,40,70860.37,2,1159,8,11,0
1922,40,117469.08,4,1362,14,36,0
1923,40,48474.42,2,1310,14,28,0
1924,40,128084.90,9,1043,4,4,0
1925,40,6010.80,2,1198,8,15,0
1926,40,77180.78,3,1223,12,19,0
1927,40,15784.22,2,1299,13,27,0
1928,40,191234.03,7,1134,5,7,0
1929,40,212383.32,5,1074,6,6,0
1930,40,172771.83,6,1275,12,23,0
1931,40,65640.65,4,1293,12,26,0
1932,40,54704.77,3,1200,9,16,0
1933,40,91163.54,4,1153,7,10,0
1934,40,26372.11,2,1043,4,4,0
1935,41,151054.27,5,503,18,18,0
1936,41,254670.44,6,520,25,25,0
1937,41,121658.70,8,657,30,59,0
1938,41,108512.94,3,718,29,73,0
1939,41,90018.19,6,774,27,85,0
1940,41,152562.29,6,468,12,12,0
1941,41,220608.38,8,775,28,86,1
1942,41,121612.08,5,480,13,13,0
1943,41,156845.94,4,571,30,38,0
1944,41,58757.46,2,424,1,1,0
1945,41,109748.56,5,657,30,59,0
1946,41,206017.68,9,464,11,11,1
1947,41,165820.52,4,736,30,75,0
1948,41,227964.89,8,634,30,51,0
1949,41,253652.25,9,538,29,29,0
1950,41,84347.48,5,554,30,35,0
1951,41,89457.54,6,773,26,84,0
1952,41,133373.91,5,701,28,69,0
1953,41,193697.69,8,677,24,61,0
1954,41,84409.86,7,638,27,52,0
1955,41,101748.42,2,751,27,77,0
1956,41,134449.93,8,703,30,71,0
1957,41,197086.09,9,766,26,82,1
1958,41,111157.45,5,696,26,66,0
1959,41,69963.82,2,631,30,50,0
1960,41,191606.19,7,583,30,41,0
1961,41,306575.87,6,436,6,6,0
1962,41,90220.71,2,706,29,72,0
1963,41,109862.58,6,432,3,3,0
1964,41,163255.12,5,553,30,34,0
1965,41,81756.61,6,619,27,45,0
1966,41,91418.49,5,516,23,23,0
1967,41,235440.40,8,652,29,57,0
1968,41,111388.48,4,512,20,20,0
1969,41,251309.34,9,764,26,80,0
1970,41,302635.76,7,540,29,30,1
1971,41,166051.33,6,678,25,62,0
1972,41,3219.52,2,456,8,8,0
1973,41,206935.98,9,623,29,47,0
1974,41,22632.67,2,514,21,21,0
1975,41,295319.94,9,551,30,33,0
1976,41,88788.07,3,749,28,76,0
1977,41,142312.70,7,630,28,48,0
1978,41,161803.78,6,645,27,54,0
1979,41,112063.75,6,730,29,74,0
1980,41,57850.62,4,630,28,48,0
1981,41,143467.27,6,567,29,37,0
1982,41,101030.31,3,586,31,43,0
1983,41,145095.64,5,542,30,31,0
1984,41,179420.52,6,764,26,80,0
1985,41,12107.31,3,528,27,27,0
1986,41,186254.46,6,770,27,83,0
1987,41,173117.57,5,554,30,35,0
1988,41,47545.37,4,642,27,53,0
1989,41,86478.58,4,678,25,62,0
1990,41,263673.21,6,606,28,44,0
1991,41,202575.77,9,491,17,17,1
1992,41,106252.87,5,509,19,19,0
1993,41,197652.18,9,650,28,56,1
1994,41,12800.64,2,778,26,87,0
1995,41,42093.70,4,462,9,9,0
1996,41,188677.06,8,699,26,67,0
1997,41,94525.42,4,515,22,22,0
1998,41,166155.35,3,441,7,7,0
1999,41,139226.96,7,682,28,65,0
2000,41,117546.52,6,583,30,41,0
2001,41,118041.69,4,700,27,68,0
2002,41,222655.39,8,621,28,46,0
2003,41,71884.70,5,548,29,32,0
2004,41,101556.78,5,480,13,13,0
2005,41,146343.77,5,575,31,39,0
2006,41,154942.62,9,462,9,9,0
2007,41,104536.42,7,427,2,2,0
2008,41,165588.29,9,434,5,5,1
2009,41,112844.54,5,759,25,78,0
2010,41,22633.80,2,433,4,4,0
2011,41,178350.49,9,522,26,26,0
2012,41,109375.48,7,645,27,54,0
2013,41,44864.75,3,485,15,15,0
2014,41,152421.20,9,516,23,23,0
2015,41,61271.93,4,760,26,79,0
2016,41,93738.22,8,577,31,40,0
2017,41,23032.85,2,419,0,0,0
2018,41,27471.44,2,489,16,16,0
2019,41,183070.55,8,701,28,69,0
2020,41,229180.85,5,679,27,64,0
2021,41,82881.21,4,656,29,58,0
2022,41,12010.40,2,534,28,28,0
2023,42,230775.97,9,1306,4,12,0
2024,42,57923.94,2,1038,2,2,0
2025,42,16355.32,2,1193,2,8,0
2026,42,60577.74,2,1024,1,1,0
2027,42,9376.94,2,1117,6,6,0
2028,42,49675.97,4,1354,4,14,0
2029,42,131322.40,7,1164,4,7,0
2030,42,80924.26,3,1070,5,5,0
2031,42,84023.52,2,1066,4,4,0
2032,42,45521.96,2,1063,3,3,0
2033,42,49202.81,3,1311,5,13,0
2034,42,230362.51,6,1240,3,10,0
2035,42,305599.21,7,1226,3,9,1
2036,42,107373.84,4,1268,4,11,0
2037,42,92053.13,6,1023,0,0,0
2038,43,133590.10,4,1257,13,15,1
2039,43,71143.23,3,1112,0,0,1
2040,43,160327.95,7,1203,9,9,1
2041,43,24893.03,3,1174,5,5,0
2042,43,172543.41,4,1208,10,10,0
2043,43,147438.83,6,1404,3,19,1
2044,43,187694.87,5,1218,11,11,1
2045,43,247109.42,9,1226,13,13,1
2046,43,89430.11,3,1119,1,1,0
2047,43,73918.84,3,1233,13,14,0
2048,43,5896.02,2,1194,7,7,0
2049,43,37349.57,2,1138,2,2,0
2050,43,217081.81,5,1202,8,8,1
2051,43,162023.81,7,1183,6,6,1
2052,43,153177.85,7,1399,2,18,1
2053,43,235067.59,6,1341,5,17,1
2054,43,163563.91,7,1143,3,3,1
2055,43,76182.51,4,1221,12,12,1
2056,43,78729.28,4,1158,4,4,0
2057,43,124947.73,5,1300,10,16,1
2058,44,80413.51,3,826,13,13,0
2059,44,162407.59,8,1106,27,82,0
2060,44,33590.20,2,957,32,48,0
2061,44,18749.41,2,962,33,50,0
2062,44,348596.71,9,792,5,5,0
2063,44,103430.69,6,998,30,57,0
2064,44,295266.63,9,901,29,33,0
2065,44,80850.70,3,793,6,6,0
2066,44,135894.08,7,1011,30,61,0
2067,44,50754.06,2,988,30,55,0
2068,44,58495.38,4,825,11,11,0
2069,44,91893.88,6,1028,30,65,0
2070,44,100118.04,3,959,32,49,0
2071,44,118908.25,6,998,30,57,0
2072,44,132141.47,4,808,7,7,0
2073,44,139297.86,7,1097,27,80,0
2074,44,199574.24,6,1063,32,73,0
2075,44,5810.21,3,1059,32,72,0
2076,44,77656.58,6,1091,26,77,0
2077,44,12747.38,2,1004,31,59,0
2078,44,79123.75,2,1051,30,69,0
2079,44,88867.60,8,890,28,30,1
2080,44,55998.99,3,850,18,18,0
2081,44,111640.49,5,851,19,19,0
2082,44,110651.93,5,939,30,40,0
2083,44,126509.31,6,991,30,56,0
2084,44,140831.03,6,952,31,46,0
2085,44,196627.06,9,1068,33,75,0
2086,44,195941.95,6,761,0,0,0
2087,44,152690.55,7,981,31,54,0
2088,44,179340.50,3,885,27,28,0
2089,44,25538.43,2,826,13,13,0
2090,44,59068.80,2,868,25,25,0
2091,44,207438.62,8,910,30,35,0
2092,44,191383.94,8,785,4,4,0
2093,44,161950.60,6,857,21,21,0
2094,44,202126.33,4,1074,28,76,0
2095,44,37356.40,2,974,30,51,0
2096,44,97916.28,4,951,29,44,0
2097,44,48987.80,4,898,27,31,0
2098,44,4163.75,2,930,29,38,0
2099,44,105752.08,2,1096,27,79,0
2100,44,177394.17,6,1110,29,85,0
2101,44,93417.92,8,1092,27,78,1
2102,44,208386.74,9,948,27,42,0
2103,44,69439.74,2,825,11,11,0
2104,44,261055.96,5,1109,27,83,0
2105,44,175165.04,5,915,29,36,0
2106,44,159160.62,3,1109,27,83,0
2107,44,162648.86,7,872,26,26,0
2108,44,48549.45,3,865,23,23,0
2109,44,241181.35,8,1046,31,68,0
2110,44,50298.79,3,838,16,16,0
2111,44,162219.83,6,886,27,29,0
2112,44,112607.15,6,820,10,10,0
2113,44,49036.39,3,943,30,41,0
2114,44,326540.85,8,1010,30,60,0
2115,44,104690.43,4,815,9,9,0
2116,44,191493.11,5,904,30,34,0
2117,44,53001.59,3,879,27,27,0
2118,44,141811.46,7,845,17,17,0
2119,44,125821.24,7,900,28,32,0
2120,44,259229.61,9,1022,30,64,0
2121,44,101630.31,5,834,15,15,0
2122,44,104819.00,5,951,29,44,0
2123,44,150483.79,9,952,31,46,0
2124,44,11096.05,2,867,24,24,0
2125,44,74417.07,3,933,30,39,0
2126,44,179240.07,7,1056,31,71,0
2127,44,115282.36,6,776,3,3,0
2128,44,118463.93,5,976,31,52,0
2129,44,81754.04,6,773,2,2,0
2130,44,284711.47,9,977,32,53,1
2131,44,141334.57,7,852,20,20,1
2132,44,46617.55,2,1097,27,80,0
2133,44,62299.31,3,857,21,21,0
2134,44,90935.69,5,1035,30,66,0
2135,44,38441.87,4,1040,30,67,0
2136,44,51761.55,2,1015,32,63,0
2137,44,239861.96,9,808,7,7,0
2138,44,181241.67,7,949,28,43,1
2139,44,318950.81,9,1052,31,70,0
2140,44,58307.14,6,765,1,1,0
2141,44,208672.36,6,1063,32,73,1
2142,44,274340.29,9,1112,29,86,1
2143,44,158648.42,7,927,30,37,0
2144,44,63554.23,5,1014,31,62,0
2145,45,52864.21,3,1247,7,7,0
2146,45,209995.30,8,1357,29,32,0
2147,45,163290.05,6,1481,26,59,0
2148,45,185390.12,4,1543,30,75,0
2149,45,144077.43,8,1570,28,80,1
2150,45,91241.80,5,1333,27,27,0
2151,45,135644.56,8,1567,28,79,0
2152,45,216705.98,9,1492,30,65,0
2153,45,342176.21,7,1269,14,14,0
2154,45,104518.87,2,1254,9,9,0
2155,45,50363.13,4,1473,26,56,0
2156,45,234305.97,8,1440,23,47,0
2157,45,76154.72,5,1400,25,40,0
2158,45,178313.05,6,1419,23,42,0
2159,45,139006.85,7,1228,1,1,0
2160,45,64651.52,2,1321,24,24,0
2161,45,110527.65,7,1260,12,12,0
2162,45,195286.13,9,1560,30,77,0
2163,45,67847.77,4,1310,22,22,0
2164,45,228580.94,8,1583,28,82,0
2165,45,258356.16,8,1465,27,55,0
2166,45,224142.63,7,1441,24,48,0
2167,45,57799.91,2,1353,27,30,0
2168,45,112286.05,7,1585,28,83,0
2169,45,91010.76,8,1464,26,54,0
2170,45,90552.50,4,1386,23,37,0
2171,45,133511.22,5,1309,21,21,0
2172,45,224736.72,5,1580,27,81,0
2173,45,243181.73,9,1227,0,0,1
2174,45,183363.02,9,1473,26,56,0
2175,45,108931.18,2,1564,28,78,0
2176,45,30780.15,6,1365,26,33,0
2177,45,30312.66,2,1244,6,6,0
2178,45,162170.70,7,1536,32,74,0
2179,45,185056.71,6,1346,28,28,0
2180,45,128915.98,5,1313,23,23,0
2181,45,239663.42,8,1534,31,73,0
2182,45,223334.03,7,1484,30,63,0
2183,45,67521.20,5,1258,11,11,0
2184,45,113929.50,8,1482,28,61,0
2185,45,189480.75,9,1510,32,70,0
2186,45,197571.55,9,1441,24,48,0
2187,45,136014.99,7,1391,23,38,0
2188,45,185360.86,8,1481,26,59,0
2189,45,226820.51,8,1493,30,66,0
2190,45,250510.52,6,1255,10,10,0
2191,45,243808.75,9,1326,25,25,0
2192,45,216936.38,6,1301,20,20,0
2193,45,176233.12,3,1265,13,13,0
2194,45,110105.09,7,1299,19,19,0
2195,45,193706.77,8,1247,7,7,0
2196,45,242404.47,8,1495,31,67,0
2197,45,22374.48,3,1376,25,36,0
2198,45,233294.95,7,1280,15,15,0
2199,45,352488.24,9,1288,17,17,0
2200,45,11372.79,2,1555,29,76,0
2201,45,126739.54,6,1503,31,68,0
2202,45,95371.92,4,1509,31,69,0
2203,45,96071.43,5,1476,26,58,0
2204,45,145884.32,6,1393,24,39,0
2205,45,33138.70,3,1329,26,26,0
2206,45,253793.67,6,1488,30,64,1
2207,45,233071.88,7,1483,29,62,0
2208,45,136039.41,6,1448,25,51,0
2209,45,77171.56,3,1456,25,53,0
2210,45,192608.16,3,1429,25,46,0
2211,45,186892.44,7,1372,26,35,0
2212,45,200660.42,5,1237,3,3,0
2213,45,286180.52,9,1453,25,52,0
2214,45,68640.34,2,1424,24,45,0
2215,45,42658.64,2,1370,25,34,0
2216,45,261433.11,9,1410,22,41,0
2217,45,98642.26,4,1286,16,16,0
2218,45,348725.29,7,1419,23,42,0
2219,45,144165.68,6,1231,2,2,0
2220,45,99738.38,5,1353,27,30,0
2221,45,174947.91,8,1520,31,71,0
2222,45,188940.38,9,1349,27,29,0
2223,45,37812.50,3,1289,18,18,0
2224,45,28790.91,3,1241,5,5,0
2225,45,210091.12,8,1531,30,72,0
2226,45,47963.14,2,1420,24,44,0
2227,45,268289.87,5,1446,25,50,0
2228,45,75080.12,2,1238,4,4,0
2229,46,62489.18,2,1123,9,9,0
2230,46,131902.86,6,1389,27,69,1
2231,46,31642.07,6,1300,24,48,0
2232,46,196310.14,6,1381,27,67,0
2233,46,167929.81,4,1102,1,1,0
2234,46,140016.36,5,1216,33,33,0
2235,46,367882.60,9,1154,17,17,0
2236,46,247643.52,9,1139,13,13,1
2237,46,77024.34,2,1174,23,23,0
2238,46,73421.31,3,1107,2,2,0
2239,46,170620.00,6,1437,22,74,0
2240,46,38331.10,2,1378,26,65,0
2241,46,249168.53,8,1422,24,73,0
2242,46,60237.60,2,1219,34,34,0
2243,46,153240.43,7,1293,24,47,0
2244,46,213719.90,9,1230,32,36,1
2245,46,112846.63,6,1171,22,22,0
2246,46,263067.58,9,1321,24,53,0
2247,46,89160.31,4,1281,26,45,0
2248,46,78503.54,4,1349,22,58,0
2249,46,52712.50,3,1180,24,24,0
2250,46,209269.16,7,1271,27,43,0
2251,46,98387.25,5,1222,34,35,0
2252,46,175752.44,9,1417,24,72,1
2253,46,99313.85,4,1126,10,10,0
2254,46,28283.79,3,1201,29,29,0
2255,46,84983.09,3,1371,23,62,0
2256,46,168741.82,8,1312,21,49,0
2257,46,118912.38,3,1158,18,18,0
2258,46,10677.63,2,1290,24,46,0
2259,46,143564.38,4,1137,12,12,0
2260,46,92951.59,3,1279,25,44,0
2261,46,172443.02,8,1377,25,64,0
2262,46,149155.00,9,1100,0,0,1
2263,46,187582.04,7,1380,26,66,0
2264,46,90990.68,6,1118,8,8,0
2265,46,64330.38,3,1196,28,28,0
2266,46,214745.03,6,1183,26,26,0
2267,46,78598.17,7,1324,24,54,0
2268,46,121405.22,5,1180,24,24,0
2269,46,130716.30,9,1267,26,41,1
2270,46,155297.22,4,1337,22,56,0
2271,46,254797.50,9,1316,23,51,0
2272,46,127970.57,4,1270,26,42,0
2273,46,147948.83,4,1108,3,3,0
2274,46,183458.12,7,1205,30,30,0
2275,46,247208.77,8,1375,24,63,0
2276,46,68852.22,4,1367,21,60,0
2277,46,296898.72,9,1394,27,71,0
2278,46,14842.13,2,1208,32,32,0
2279,46,92695.54,6,1166,20,20,0
2280,46,148324.24,5,1230,32,36,0
2281,46,217058.45,9,1116,6,6,0
2282,46,71217.95,5,1184,27,27,0
2283,46,199503.72,6,1205,30,30,0
2284,46,208199.23,9,1148,15,15,0
2285,46,275773.40,8,1259,26,39,0
2286,46,108496.40,7,1116,6,6,0
2287,46,36705.90,2,1382,28,68,0
2288,46,114143.69,5,1443,21,75,0
2289,46,173310.78,8,1164,19,19,0
2290,46,183262.74,8,1359,21,59,0
2291,46,56614.55,6,1314,22,50,0
2292,46,190190.42,8,1318,23,52,0
2293,46,183942.65,5,1168,21,21,0
2294,46,202579.84,9,1128,11,11,0
2295,46,222404.37,8,1368,22,61,1
2296,46,53303.13,5,1153,16,16,0
2297,46,25923.27,2,1146,14,14,0
2298,46,72154.33,3,1336,22,55,0
2299,46,149140.29,8,1114,4,4,1
2300,46,215565.79,7,1115,5,5,0
2301,46,188114.92,7,1337,22,56,0
2302,46,235007.39,8,1389,27,69,0
2303,46,22291.81,2,1239,29,38,0
2304,46,33888.09,3,1265,26,40,0
2305,47,265245.39,9,1077,13,33,1
2306,47,27941.42,3,1057,13,31,0
2307,47,66910.48,3,862,9,9,0
2308,47,54190.70,2,973,11,20,0
2309,47,126736.18,3,1108,14,37,0
2310,47,35334.70,3,787,0,0,0
2311,47,288847.73,8,833,5,5,0
2312,47,110904.58,4,807,1,1,0
2313,47,23730.34,3,1003,12,25,0
2314,47,139331.05,6,1069,12,32,0
2315,47,153637.07,6,981,13,22,0
2316,47,49861.41,3,882,12,12,0
2317,47,204158.40,9,833,5,5,0
2318,47,39117.47,3,988,12,23,0
2319,47,144214.24,2,825,4,4,0
2320,47,74965.69,4,1124,12,38,0
2321,47,62930.71,6,866,10,10,0
2322,47,212015.48,7,973,11,20,0
2323,47,42464.59,3,1091,16,36,0
2324,47,183670.44,7,990,13,24,0
2325,47,15466.13,2,1042,13,28,0
2326,47,252650.15,9,1086,15,35,1
2327,47,97773.42,3,877,11,11,0
2328,47,230637.15,8,922,14,15,0
2329,47,150553.97,8,943,14,18,0
2330,47,178071.77,5,844,7,7,0
2331,47,51919.65,3,1019,12,26,0
2332,47,183036.10,7,1045,13,29,1
2333,47,100777.62,4,892,13,13,0
2334,47,209524.83,5,852,8,8,0
2335,47,52867.44,4,1139,13,39,0
2336,47,19302.60,2,1056,12,30,0
2337,47,133854.95,5,943,14,18,0
2338,47,298999.85,7,928,13,16,0
2339,47,127748.47,9,931,14,17,0
2340,47,106604.76,5,911,13,14,0
2341,47,148905.16,8,807,1,1,0
2342,47,108822.70,4,1025,13,27,0
2343,47,50277.72,3,1083,14,34,0
2344,47,242851.26,7,815,3,3,0
2345,48,195531.53,6,873,18,36,0
2346,48,26891.68,3,943,19,45,0
2347,48,221330.30,7,818,13,24,1
2348,48,269874.12,9,963,19,48,1
2349,48,309304.37,6,657,5,5,0
2350,48,261081.44,8,756,17,19,1
2351,48,60397.97,3,656,4,4,1
2352,48,2034.80,3,811,12,23,0
2353,48,93114.11,4,672,7,7,1
2354,48,144905.22,9,704,11,11,1
2355,48,79057.13,6,897,19,40,0
2356,48,172423.01,4,859,16,32,0
2357,48,34867.30,2,851,14,29,0
2358,48,134913.90,4,819,14,25,0
2359,48,358223.76,8,733,15,15,1
2360,48,184810.12,9,918,20,42,1
2361,48,265522.76,9,870,17,35,1
2362,48,65398.58,3,981,20,53,0
2363,48,59869.36,4,709,13,13,0
2364,48,43136.98,2,670,6,6,0
2365,48,68965.38,5,884,18,39,0
2366,48,33272.51,3,967,20,49,0
2367,48,76331.15,4,640,2,2,0
2368,48,158625.22,8,685,10,10,1
2369,48,199499.78,7,957,17,46,1
2370,48,197895.02,9,646,3,3,1
2371,48,230143.75,8,967,20,49,1
2372,48,15032.17,2,836,14,28,0
2373,48,141766.50,3,627,0,0,0
2374,48,178068.95,9,875,19,37,1
2375,48,74201.78,4,740,16,16,0
2376,48,54640.21,4,864,16,33,0
2377,48,146122.01,5,631,1,1,0
2378,48,20105.40,3,827,13,26,0
2379,48,261748.55,9,755,16,18,0
2380,48,221158.11,8,673,8,8,1
2381,48,40454.14,2,680,9,9,0
2382,48,133263.39,5,778,15,21,0
2383,48,321366.02,8,962,18,47,0
2384,48,255496.51,9,900,19,41,1
2385,48,128805.57,7,980,19,52,1
2386,48,143577.88,7,705,12,12,1
2387,48,190703.99,9,929,20,43,1
2388,48,130425.64,8,856,14,30,1
2389,48,246436.56,9,721,14,14,1
2390,48,210450.24,9,883,17,38,1
2391,48,58756.46,7,745,17,17,0
2392,48,180055.10,6,828,14,27,1
2393,48,151681.16,8,868,16,34,0
2394,48,231321.46,9,971,22,51,1
2395,48,171633.85,8,936,20,44,1
2396,48,156915.30,6,857,15,31,1
2397,48,32283.84,2,758,18,20,0
2398,48,64628.85,4,805,12,22,0
2399,49,95003.37,5,647,12,30,0
2400,49,167837.28,8,622,13,27,0
2401,49,53883.31,3,557,14,20,0
2402,49,39209.42,2,565,16,22,0
2403,49,131259.24,5,627,15,29,0
2404,49,48004.13,3,524,13,17,0
2405,49,194783.23,7,464,8,8,0
2406,49,31177.96,2,501,12,12,0
2407,49,119243.12,7,397,1,1,0
2408,49,80444.62,3,512,13,14,0
2409,49,211566.52,6,672,14,34,0
2410,49,41750.64,2,501,12,12,0
2411,49,236136.85,7,486,11,11,0
2412,49,116755.02,7,399,2,2,0
2413,49,133613.96,7,409,4,4,0
2414,49,79091.61,6,561,15,21,0
2415,49,157151.92,9,617,14,26,1
2416,49,103227.35,6,651,13,31,0
2417,49,175814.45,8,681,15,36,0
2418,49,120380.71,9,549,13,19,1
2419,49,102675.84,5,565,16,22,0
2420,49,57801.23,4,715,17,42,0
2421,49,131623.54,6,519,13,15,0
2422,49,148332.83,6,719,17,43,0
2423,49,272563.95,9,622,13,27,0
2424,49,177021.61,6,450,6,6,0
2425,49,41814.20,2,383,0,0,0
2426,49,225893.29,7,485,10,10,0
2427,49,243292.14,8,451,7,7,0
2428,49,77837.38,2,400,3,3,0
2429,49,165324.20,4,676,15,35,0
2430,49,44167.88,2,684,16,38,0
2431,49,11539.17,2,596,15,25,0
2432,49,99209.44,5,686,15,39,0
2433,49,25040.34,2,586,15,24,0
2434,49,94028.94,2,739,18,45,0
2435,49,211966.73,7,714,16,41,0
2436,49,149493.54,7,522,12,16,0
2437,49,15791.94,2,736,18,44,0
2438,49,162888.14,7,667,14,33,0
2439,49,48482.39,3,475,9,9,0
2440,49,170556.00,7,713,15,40,0
2441,49,38296.92,2,683,15,37,0
2442,49,130009.96,7,539,12,18,0
2443,49,34616.39,3,663,13,32,0
2444,49,166440.78,4,414,5,5,0
2445,50,152752.08,5,1123,1,1,0
2446,50,127133.44,4,1301,19,31,0
2447,50,98101.50,2,1307,22,34,0
2448,50,38507.27,3,1465,17,58,0
2449,50,164568.51,5,1206,15,15,0
2450,50,31138.02,2,1216,17,17,0
2451,50,122718.38,4,1421,21,52,0
2452,50,7570.57,2,1125,2,2,0
2453,50,199705.77,8,1300,18,30,0
2454,50,237027.79,6,1420,21,51,0
2455,50,272662.61,5,1366,21,43,0
2456,50,250059.81,8,1332,19,36,0
2457,50,103022.44,6,1170,8,8,0
2458,50,261816.54,8,1219,18,18,0
2459,50,219622.05,7,1399,21,49,0
2460,50,130951.73,5,1234,20,20,0
2461,50,94655.23,3,1272,21,27,0
2462,50,207793.70,9,1417,20,50,0
2463,50,101373.56,5,1255,18,23,0
2464,50,152657.61,9,1387,20,47,0
2465,50,139606.37,9,1202,13,13,0
2466,50,271550.96,7,1392,21,48,0
2467,50,91456.41,4,1121,0,0,0
2468,50,58288.06,6,1134,4,4,0
2469,50,176282.34,5,1196,12,12,0
2470,50,264285.46,9,1382,20,46,0
2471,50,27845.34,3,1348,22,41,0
2472,50,155396.87,9,1259,20,25,0
2473,50,114898.44,5,1206,15,15,0
2474,50,35295.88,3,1170,8,8,0
2475,50,11449.22,2,1262,21,26,0
2476,50,145858.90,7,1159,6,6,0
2477,50,164234.43,9,1304,21,33,0
2478,50,43146.92,2,1240,21,21,0
2479,50,25042.42,2,1290,21,29,0
2480,50,143140.08,6,1336,21,38,0
2481,50,85075.12,2,1179,10,10,0
2482,50,67576.52,6,1205,14,14,0
2483,50,142714.91,6,1160,7,7,0
2484,50,134056.73,8,1256,19,24,1
2485,50,45422.60,5,1463,17,56,0
2486,50,232583.52,7,1435,17,53,0
2487,50,46623.24,2,1280,21,28,0
2488,50,204359.53,7,1125,2,2,0
2489,50,166638.60,9,1461,16,55,0
2490,50,93846.13,6,1302,20,32,0
2491,50,38815.49,3,1458,15,54,0
2492,50,183999.43,6,1344,21,40,0
2493,50,207836.03,6,1145,5,5,0
2494,50,203499.63,4,1229,19,19,0
2495,50,110522.79,6,1251,18,22,0
2496,50,225020.40,9,1464,17,57,0
2497,50,54162.46,3,1365,20,42,0
2498,50,55690.06,3,1334,20,37,0
2499,50,202934.52,9,1380,19,45,1
2500,50,145839.40,6,1179,10,10,0
2501,50,43765.77,2,1314,23,35,0
2502,50,183399.36,2,1343,20,39,0
2503,50,51044.14,3,1376,20,44,0
2504,51,12606.12,2,1268,6,8,0
2505,51,186912.12,8,1124,1,1,0
2506,51,98362.08,6,1186,5,5,1
2507,51,302120.97,7,1172,3,3,1
2508,51,172076.10,6,1083,0,0,0
2509,51,279374.64,9,1237,6,7,0
2510,51,236104.76,9,1200,6,6,1
2511,51,67236.55,6,1403,2,11,0
2512,51,180268.70,9,1175,4,4,1
2513,51,46990.32,3,1291,6,9,0
2514,51,134581.32,2,1154,2,2,0
2515,51,171612.20,4,1342,3,10,0
2516,52,271240.14,9,1693,6,17,0
2517,52,205556.46,8,1655,2,13,0
2518,52,131409.48,6,1442,1,1,0
2519,52,36643.64,2,1666,3,14,0
2520,52,111796.03,6,1446,2,2,0
2521,52,154365.37,5,1508,7,7,0
2522,52,60256.39,4,1593,7,12,0
2523,52,242935.09,6,1470,4,4,0
2524,52,72765.78,3,1476,5,5,0
2525,52,265635.29,8,1697,8,19,1
2526,52,182051.16,9,1750,8,21,0
2527,52,35706.70,2,1429,0,0,0
2528,52,111313.46,6,1683,4,15,0
2529,52,63147.92,2,1768,9,22,0
2530,52,253542.85,8,1696,7,18,0
2531,52,102996.71,7,1691,5,16,0
2532,52,133979.88,3,1517,9,9,0
2533,52,199890.82,8,1588,7,11,0
2534,52,160062.39,8,1514,8,8,0
2535,52,253477.33,8,1524,10,10,1
2536,52,103113.09,5,1458,3,3,0
2537,52,173508.31,8,1743,7,20,0
2538,52,146007.20,5,1488,6,6,0
2539,53,84993.97,6,1103,20,53,0
2540,53,231812.73,6,981,12,32,0
2541,53,34654.05,2,867,20,21,0
2542,53,176827.57,8,1029,20,46,0
2543,53,113735.40,3,801,7,7,0
2544,53,244898.87,7,841,16,16,0
2545,53,27070.34,2,1004,15,38,0
2546,53,33131.46,2,839,15,15,0
2547,53,256306.38,7,854,19,19,0
